Name,Type1,Type2,BST,HP,Attack,Defense,SpAtk,SpDef,Speed,Generation,Personality,Hardy,Lonely,Adamant,Naughty,Brave,Bold,Docile,Impish,Lax,Relaxed,Modest,Mild,Bashful,Rash,Quiet,Calm,Gentle,Careful,Quirky,Sassy,Timid,Hasty,Jolly,Naive,Serious,,AtkAverage,DefAverage,SpAAverage,SpDAverage,SpAverage,,AtkRank,DefRank,SpARank,SpDAverage,SpAverage
Ponyta,Fire, ,410,50,85,55,65,65,90,1,Hasty,5.2,7.3,4.9,4.9,-1.2,-7.3,3.4,-2.4,-2.4,-8.5,-4.9,2.4,4.0,0.0,-6.1,-4.9,2.4,4.0,0.0,-6.1,1.2,8.5,6.1,6.1,5.5,,4.21,-3.48,-0.91,-0.91,5.49,,2,5,3,3,1
Rapidash,Fire, ,500,65,100,70,80,80,105,1,Hasty,5.0,6.0,4.0,4.0,-1.0,-6.0,3.5,-2.0,-2.0,-7.0,-4.0,2.0,4.0,0.0,-5.0,-4.0,2.0,4.0,0.0,-5.0,1.0,7.0,5.0,5.0,5.3,,3.60,-2.70,-0.60,-0.60,4.65,,2,5,3,3,1
Slowpoke,Water,Psychic,315,90,65,65,40,40,15,1,Brave,5.2,0.0,7.9,7.9,15.9,0.0,5.2,7.9,7.9,15.9,-7.9,-7.9,3.2,0.0,7.9,-7.9,-7.9,3.2,0.0,7.9,-15.9,-15.9,-7.9,-7.9,1.2,,7.38,7.38,-0.95,-0.95,-9.29,,1,1,3,3,5
Slowbro,Water,Psychic,490,95,75,110,100,80,30,1,Relaxed,3.8,-7.1,-5.1,-1.0,9.2,7.1,5.6,2.0,6.1,16.3,5.1,-2.0,5.1,4.1,14.3,5.1,-2.0,5.1,4.1,14.3,-9.2,-16.3,-14.3,-10.2,1.5,,-0.05,7.45,5.31,5.31,-9.69,,4,1,2,2,5
Magnemite,Electric,Steel,325,25,35,70,95,55,45,1,Modest,2.7,-10.8,-18.5,-6.2,-3.1,10.8,5.4,-7.7,4.6,7.7,18.5,7.7,7.3,12.3,15.4,18.5,7.7,7.3,12.3,15.4,3.1,-7.7,-15.4,-3.1,3.5,,-7.15,4.15,12.23,12.23,-3.92,,5,3,1,1,4
Magneton,Electric,Steel,465,50,60,95,120,70,70,1,Modest,3.2,-7.5,-12.9,-2.2,-2.2,7.5,5.1,-5.4,5.4,5.4,12.9,5.4,6.5,10.8,10.8,12.9,5.4,6.5,10.8,10.8,2.2,-5.4,-10.8,0.0,3.8,,-4.30,3.60,9.25,9.25,-2.04,,5,3,1,1,4
Farfetch'd,Normal,Flying,377,52,90,55,58,62,60,1,Lonely,6.0,9.3,8.5,7.4,8.0,-9.3,3.6,-0.8,-1.9,-1.3,-8.5,0.8,3.8,-1.1,-0.5,-8.5,0.8,3.8,-1.1,-0.5,-8.0,1.3,0.5,-0.5,4.0,,7.82,-1.92,-1.09,-1.09,-0.53,,1,5,3,3,2
Doduo,Normal,Flying,310,35,85,45,35,35,75,1,Adamant,6.9,12.9,16.1,16.1,3.2,-12.9,3.6,3.2,3.2,-9.7,-16.1,-3.2,2.8,0.0,-12.9,-16.1,-3.2,2.8,0.0,-12.9,-3.2,9.7,12.9,12.9,6.0,,11.05,-2.50,-5.89,-5.89,7.66,,1,3,4,4,2
Dodrio,Normal,Flying,470,60,110,70,60,60,110,1,Adamant,5.9,8.5,10.6,10.6,0.0,-8.5,3.7,2.1,2.1,-8.5,-10.6,-2.1,3.2,0.0,-10.6,-10.6,-2.1,3.2,0.0,-10.6,0.0,8.5,10.6,10.6,5.9,,7.13,-1.81,-4.04,-4.04,7.13,,1,3,4,4,1
Seel,Water, ,325,65,45,55,45,70,45,1,Docile,3.5,-3.1,0.0,-7.7,0.0,3.1,4.2,3.1,-4.6,3.1,0.0,-3.1,3.5,-7.7,0.0,0.0,-3.1,3.5,-7.7,0.0,0.0,-3.1,0.0,-7.7,3.5,,-1.46,1.77,-1.46,-1.46,-1.46,,2,1,2,2,2
Dewgong,Water,Ice,475,90,70,80,70,95,70,1,Docile,3.7,-2.1,0.0,-5.3,0.0,2.1,4.2,2.1,-3.2,2.1,0.0,-2.1,3.7,-5.3,0.0,0.0,-2.1,3.7,-5.3,0.0,0.0,-2.1,0.0,-5.3,3.7,,-0.74,1.47,-0.74,-0.74,-0.74,,2,1,2,2,2
Grimer,Poison, ,325,80,80,50,40,50,25,1,Brave,6.2,9.2,12.3,9.2,16.9,-9.2,3.8,3.1,0.0,7.7,-12.3,-3.1,3.1,-3.1,4.6,-12.3,-3.1,3.1,-3.1,4.6,-16.9,-7.7,-4.6,-7.7,1.9,,10.77,1.08,-2.15,-2.15,-7.00,,1,2,3,3,5
Muk,Poison, ,500,105,105,75,65,100,50,1,Brave,5.3,6.0,8.0,1.0,11.0,-6.0,3.8,2.0,-5.0,5.0,-8.0,-2.0,3.3,-7.0,3.0,-8.0,-2.0,3.3,-7.0,3.0,-11.0,-5.0,-3.0,-10.0,2.5,,6.25,-0.05,-2.15,-2.15,-5.30,,1,2,3,3,5
Shellder,Water, ,305,30,65,100,45,25,40,1,Lax,5.3,-11.5,6.6,13.1,8.2,11.5,8.2,18.0,24.6,19.7,-6.6,-18.0,3.7,6.6,1.6,-6.6,-18.0,3.7,6.6,1.6,-8.2,-19.7,-1.6,4.9,3.3,,4.34,16.39,-2.54,-2.54,-4.26,,2,1,3,3,5
Cloyster,Water,Ice,525,50,95,180,85,45,70,1,Lax,4.5,-16.2,1.9,9.5,4.8,16.2,8.6,18.1,25.7,21.0,-1.9,-18.1,4.0,7.6,2.9,-1.9,-18.1,4.0,7.6,2.9,-4.8,-21.0,-2.9,4.8,3.3,,0.90,17.90,-1.10,-1.10,-4.10,,2,1,3,3,5
Gastly,Ghost,Poison,310,30,35,30,100,35,80,1,Mild,2.8,1.6,-21.0,0.0,-14.5,-1.6,2.4,-22.6,-1.6,-16.1,21.0,22.6,8.1,21.0,6.5,21.0,22.6,8.1,21.0,6.5,14.5,16.1,-6.5,14.5,6.5,,-6.21,-7.90,15.81,15.81,9.03,,4,5,1,1,3
Haunter,Ghost,Poison,405,45,50,45,115,55,95,1,Mild,3.1,1.2,-16.0,-1.2,-11.1,-1.2,2.8,-17.3,-2.5,-12.3,16.0,17.3,7.1,14.8,4.9,16.0,17.3,7.1,14.8,4.9,11.1,12.3,-4.9,9.9,5.9,,-4.81,-6.11,12.04,12.04,6.85,,4,5,1,1,3
Gengar,Ghost,Poison,500,60,65,60,130,75,110,1,Mild,3.3,1.0,-13.0,-2.0,-9.0,-1.0,3.0,-14.0,-3.0,-10.0,13.0,14.0,6.5,11.0,4.0,13.0,14.0,6.5,11.0,4.0,9.0,10.0,-4.0,7.0,5.5,,-3.95,-5.00,9.70,9.70,5.50,,4,5,1,1,3
Onix,Rock,Ground,385,35,45,160,30,45,70,1,Impish,2.9,-29.9,3.9,0.0,-6.5,29.9,10.4,33.8,29.9,23.4,-3.9,-33.8,1.9,-3.9,-10.4,-3.9,-33.8,1.9,-3.9,-10.4,6.5,-23.4,10.4,6.5,4.5,,-5.91,25.45,-10.00,-10.00,0.91,,3,1,4,4,2
Drowzee,Psychic, ,328,60,48,45,43,90,42,1,Hardy,3.7,0.9,1.5,-12.8,1.8,-0.9,3.4,0.6,-13.7,0.9,-1.5,-0.6,3.3,-14.3,0.3,-1.5,-0.6,3.3,-14.3,0.3,-1.8,-0.9,-0.3,-14.6,3.2,,-0.98,-1.94,-2.58,-2.58,-2.90,,1,2,3,3,5
Hypno,Psychic, ,483,85,73,70,73,115,67,1,Hardy,3.8,0.6,0.0,-8.7,1.2,-0.6,3.6,-0.6,-9.3,0.6,0.0,0.6,3.8,-8.7,1.2,0.0,0.6,3.8,-8.7,1.2,-1.2,-0.6,-1.2,-9.9,3.5,,-0.61,-1.26,-0.61,-0.61,-1.92,,1,4,1,1,5
Krabby,Water, ,325,30,105,90,25,25,50,1,Adamant,8.1,4.6,24.6,24.6,16.9,-4.6,6.9,20.0,20.0,12.3,-24.6,-20.0,1.9,0.0,-7.7,-24.6,-20.0,1.9,0.0,-7.7,-16.9,-12.3,7.7,7.7,3.8,,15.77,10.92,-10.08,-10.08,-2.00,,1,2,4,4,3
Kingler,Water, ,475,55,130,115,50,50,75,1,Adamant,6.8,3.2,16.8,16.8,11.6,-3.2,6.1,13.7,13.7,8.4,-16.8,-13.7,2.6,0.0,-5.3,-16.8,-13.7,2.6,0.0,-5.3,-11.6,-8.4,5.3,5.3,3.9,,11.05,7.74,-6.63,-6.63,-1.11,,1,2,4,4,3
Voltorb,Electric, ,330,40,30,50,55,55,100,1,Timid,2.3,-6.1,-7.6,-7.6,-21.2,6.1,3.8,-1.5,-1.5,-15.2,7.6,1.5,4.2,0.0,-13.6,7.6,1.5,4.2,0.0,-13.6,21.2,15.2,13.6,13.6,7.6,,-8.03,-1.67,-0.08,-0.08,14.24,,5,4,2,2,1
Electrode,Electric, ,490,60,50,70,80,80,150,1,Timid,2.6,-4.1,-6.1,-6.1,-20.4,4.1,3.6,-2.0,-2.0,-16.3,6.1,2.0,4.1,0.0,-14.3,6.1,2.0,4.1,0.0,-14.3,20.4,16.3,14.3,14.3,7.7,,-6.84,-2.55,-0.41,-0.41,14.59,,5,4,2,2,1
Exeggcute,Grass,Psychic,325,60,40,80,60,45,40,1,Bold,3.1,-12.3,-6.2,-1.5,0.0,12.3,6.2,6.2,10.8,12.3,6.2,-6.2,4.6,4.6,6.2,6.2,-6.2,4.6,4.6,6.2,0.0,-12.3,-6.2,-1.5,3.1,,-3.38,9.54,3.08,3.08,-3.38,,4,1,2,2,4
Exeggutor,Grass,Psychic,530,95,95,85,125,75,55,1,Quiet,4.5,1.9,-5.7,3.8,7.5,-1.9,4.0,-7.5,1.9,5.7,5.7,7.5,5.9,9.4,13.2,5.7,7.5,5.9,9.4,13.2,-7.5,-5.7,-13.2,-3.8,2.6,,2.41,0.42,8.35,8.35,-5.52,,3,4,1,1,5
Cubone,Ground, ,320,50,50,95,40,50,35,1,Relaxed,3.9,-14.1,3.1,0.0,4.7,14.1,7.4,17.2,14.1,18.8,-3.1,-17.2,3.1,-3.1,1.6,-3.1,-17.2,3.1,-3.1,1.6,-4.7,-18.8,-1.6,-4.7,2.7,,-0.47,14.30,-3.75,-3.75,-5.39,,2,1,3,3,5
Marowak,Ground, ,425,60,80,110,50,80,45,1,Relaxed,4.7,-7.1,7.1,0.0,8.2,7.1,6.5,14.1,7.1,15.3,-7.1,-14.1,2.9,-7.1,1.2,-7.1,-14.1,2.9,-7.1,1.2,-8.2,-15.3,-1.2,-8.2,2.6,,2.59,10.00,-4.82,-4.82,-6.06,,2,1,3,3,5
Hitmonlee,Fighting, ,455,50,120,53,35,110,87,1,Adamant,6.6,14.7,18.7,2.2,7.3,-14.7,2.9,4.0,-12.5,-7.5,-18.7,-4.0,1.9,-16.5,-11.4,-18.7,-4.0,1.9,-16.5,-11.4,-7.3,7.5,11.4,-5.1,4.8,,9.89,-5.57,-9.73,-9.73,2.27,,1,3,4,4,2
Hitmonchan,Fighting, ,455,50,105,79,35,110,76,1,Adamant,5.8,5.7,15.4,-1.1,6.4,-5.7,4.3,9.7,-6.8,0.7,-15.4,-9.7,1.9,-16.5,-9.0,-15.4,-9.7,1.9,-16.5,-9.0,-6.4,-0.7,9.0,-7.5,4.2,,6.43,0.43,-9.73,-9.73,-0.26,,1,2,4,4,3
Lickitung,Normal, ,385,90,55,75,60,75,30,1,Relaxed,3.6,-5.2,-1.3,-5.2,6.5,5.2,4.9,3.9,0.0,11.7,1.3,-3.9,3.9,-3.9,7.8,1.3,-3.9,3.9,-3.9,7.8,-6.5,-11.7,-7.8,-11.7,1.9,,-0.32,5.13,1.04,1.04,-7.14,,4,1,2,2,5
Koffing,Poison, ,340,40,65,95,60,45,35,1,Relaxed,4.8,-8.8,1.5,5.9,8.8,8.8,7.0,10.3,14.7,17.6,-1.5,-10.3,4.4,4.4,7.4,-1.5,-10.3,4.4,4.4,7.4,-8.8,-17.6,-7.4,-2.9,2.6,,2.43,11.69,0.88,0.88,-6.84,,2,1,3,3,5
Weezing,Poison, ,490,65,90,120,85,70,60,1,Relaxed,4.6,-6.1,1.0,4.1,6.1,6.1,6.1,7.1,10.2,12.2,-1.0,-7.1,4.3,3.1,5.1,-1.0,-7.1,4.3,3.1,5.1,-6.1,-12.2,-5.1,-2.0,3.1,,1.94,8.37,0.87,0.87,-4.49,,2,1,3,3,5
Rhyhorn,Ground,Rock,345,80,85,95,30,30,25,1,Relaxed,6.2,-2.9,15.9,15.9,17.4,2.9,6.9,18.8,18.8,20.3,-15.9,-18.8,2.2,0.0,1.4,-15.9,-18.8,2.2,0.0,1.4,-17.4,-20.3,-1.4,-1.4,1.8,,10.51,13.55,-6.23,-6.23,-7.75,,2,1,3,3,5
Rhydon,Ground,Rock,485,105,130,120,45,45,40,1,Brave,6.7,2.1,17.5,17.5,18.6,-2.1,6.2,15.5,15.5,16.5,-17.5,-15.5,2.3,0.0,1.0,-17.5,-15.5,2.3,0.0,1.0,-18.6,-16.5,-1.0,-1.0,2.1,,12.47,10.31,-5.93,-5.93,-7.01,,1,2,3,3,5
Chansey,Normal, ,450,250,5,5,35,105,50,1,Timid,0.3,0.0,-6.7,-22.2,-10.0,0.0,0.3,-6.7,-22.2,-10.0,6.7,6.7,1.9,-15.6,-3.3,6.7,6.7,1.9,-15.6,-3.3,10.0,10.0,3.3,-12.2,2.8,,-7.72,-7.72,-0.72,-0.72,2.78,,4,4,2,2,1
Tangela,Grass, ,435,65,55,115,100,40,60,1,Lax,3.2,-13.8,-10.3,3.4,-1.1,13.8,6.6,3.4,17.2,12.6,10.3,-3.4,5.7,13.8,9.2,10.3,-3.4,5.7,13.8,9.2,1.1,-12.6,-9.2,4.6,3.4,,-3.74,10.75,7.13,7.13,-2.53,,5,1,2,2,4
Kangaskhan,Normal, ,490,105,95,80,40,80,90,1,Adamant,4.8,3.1,11.2,3.1,1.0,-3.1,4.1,8.2,0.0,-2.0,-11.2,-8.2,2.0,-8.2,-10.2,-11.2,-8.2,2.0,-8.2,-10.2,-1.0,2.0,10.2,2.0,4.6,,4.64,1.43,-7.14,-7.14,3.57,,1,3,4,4,2
Horsea,Water, ,295,30,40,70,70,25,60,1,Lax,3.4,-10.2,-10.2,5.1,-6.8,10.2,5.9,0.0,15.3,3.4,10.2,0.0,5.9,15.3,3.4,10.2,0.0,5.9,15.3,3.4,6.8,-3.4,-3.4,11.9,5.1,,-3.73,6.95,6.95,6.95,3.39,,5,1,1,1,4
Seadra,Water, ,440,55,65,95,95,45,85,1,Lax,3.7,-6.8,-6.8,4.5,-4.5,6.8,5.4,0.0,11.4,2.3,6.8,0.0,5.4,11.4,2.3,6.8,0.0,5.4,11.4,2.3,4.5,-2.3,-2.3,9.1,4.8,,-1.99,5.17,5.17,5.17,2.78,,5,1,1,1,4
Goldeen,Water, ,320,45,67,60,35,50,63,1,Adamant,5.2,2.2,10.0,5.3,1.3,-2.2,4.7,7.8,3.1,-0.9,-10.0,-7.8,2.7,-4.7,-8.8,-10.0,-7.8,2.7,-4.7,-8.8,-1.3,0.9,8.8,4.1,4.9,,4.80,2.50,-5.70,-5.70,3.48,,1,3,4,4,2
Seaking,Water, ,450,80,92,65,65,80,68,1,Lonely,5.1,6.0,6.0,2.7,5.3,-6.0,3.6,0.0,-3.3,-0.7,-6.0,0.0,3.6,-3.3,-0.7,-6.0,0.0,3.6,-3.3,-0.7,-5.3,0.7,0.7,-2.7,3.8,,5.02,-1.28,-1.28,-1.28,-0.58,,1,3,3,3,2
Staryu,Water, ,340,30,45,55,70,55,85,1,Timid,3.3,-2.9,-7.4,-2.9,-11.8,2.9,4.0,-4.4,0.0,-8.8,7.4,4.4,5.1,4.4,-4.4,7.4,4.4,5.1,4.4,-4.4,11.8,8.8,4.4,8.8,6.3,,-4.34,-1.25,3.38,3.38,8.01,,5,4,2,2,1
Starmie,Water,Psychic,520,60,75,85,100,85,115,1,Timid,3.6,-1.9,-4.8,-1.9,-7.7,1.9,4.1,-2.9,0.0,-5.8,4.8,2.9,4.8,2.9,-2.9,4.8,2.9,4.8,2.9,-2.9,7.7,5.8,2.9,5.8,5.5,,-2.55,-0.53,2.50,2.50,5.53,,5,4,2,2,1
Mr. Mime,Psychic,Fairy,460,40,45,65,100,120,90,1,Modest,2.4,-4.3,-12.0,-16.3,-9.8,4.3,3.5,-7.6,-12.0,-5.4,12.0,7.6,5.4,-4.3,2.2,12.0,7.6,5.4,-4.3,2.2,9.8,5.4,-2.2,-6.5,4.9,,-7.99,-3.42,4.57,4.57,2.28,,5,4,1,1,3
Scyther,Bug,Flying,500,70,110,80,55,80,105,1,Adamant,5.5,6.0,11.0,6.0,1.0,-6.0,4.0,5.0,0.0,-5.0,-11.0,-5.0,2.8,-5.0,-10.0,-11.0,-5.0,2.8,-5.0,-10.0,-1.0,5.0,10.0,5.0,5.3,,5.90,-0.40,-5.65,-5.65,4.85,,1,3,4,4,2
Jynx,Ice,Psychic,455,65,50,35,115,95,95,1,Mild,2.7,3.3,-14.3,-9.9,-9.9,-3.3,1.9,-17.6,-13.2,-13.2,14.3,17.6,6.3,4.4,4.4,14.3,17.6,6.3,4.4,4.4,9.9,13.2,-4.4,0.0,5.2,,-5.60,-9.07,9.40,9.40,4.78,,4,5,1,1,3
Electabuzz,Electric, ,490,65,83,57,95,85,105,1,Hasty,4.2,5.3,-2.4,-0.4,-4.5,-5.3,2.9,-7.8,-5.7,-9.8,2.4,7.8,4.8,2.0,-2.0,2.4,7.8,4.8,2.0,-2.0,4.5,9.8,2.0,4.1,5.4,,0.44,-5.13,3.01,3.01,5.15,,4,5,2,2,1
Magmar,Fire, ,495,65,95,57,100,85,93,1,Mild,4.8,7.7,-1.0,2.0,0.4,-7.7,2.9,-8.7,-5.7,-7.3,1.0,8.7,5.1,3.0,1.4,1.0,8.7,5.1,3.0,1.4,-0.4,7.3,-1.4,1.6,4.7,,2.78,-5.28,3.84,3.84,2.35,,3,5,1,1,4
Pinsir,Bug, ,500,65,125,100,55,70,85,1,Adamant,6.3,5.0,14.0,11.0,8.0,-5.0,5.0,9.0,6.0,3.0,-14.0,-9.0,2.8,-3.0,-6.0,-14.0,-9.0,2.8,-3.0,-6.0,-8.0,-3.0,6.0,3.0,4.3,,8.85,3.60,-5.85,-5.85,0.45,,1,2,4,4,3
Tauros,Normal, ,490,75,100,95,40,70,110,1,Jolly,5.1,1.0,12.2,6.1,-2.0,-1.0,4.8,11.2,5.1,-3.1,-12.2,-11.2,2.0,-6.1,-14.3,-12.2,-11.2,2.0,-6.1,-14.3,2.0,3.1,14.3,8.2,5.6,,4.49,3.42,-8.37,-8.37,6.63,,2,3,4,4,1
Magikarp,Water, ,200,20,10,55,15,20,80,1,Timid,1.3,-22.5,-2.5,-5.0,-35.0,22.5,6.9,20.0,17.5,-12.5,2.5,-20.0,1.9,-2.5,-32.5,2.5,-20.0,1.9,-2.5,-32.5,35.0,12.5,32.5,30.0,10.0,,-12.75,10.88,-10.13,-10.13,24.00,,5,2,3,3,1
Gyarados,Water,Flying,540,95,125,79,60,100,81,1,Adamant,5.8,8.5,12.0,4.6,8.1,-8.5,3.7,3.5,-3.9,-0.4,-12.0,-3.5,2.8,-7.4,-3.9,-12.0,-3.5,2.8,-7.4,-3.9,-8.1,0.4,3.9,-3.5,3.8,,7.82,-1.12,-4.81,-4.81,-0.73,,1,3,4,4,2
Lapras,Water,Ice,535,130,85,80,85,95,60,1,Brave,4.0,0.9,0.0,-1.9,4.7,-0.9,3.7,-0.9,-2.8,3.7,0.0,0.9,4.0,-1.9,4.7,0.0,0.9,4.0,-1.9,4.7,-4.7,-3.7,-4.7,-6.5,2.8,,1.54,0.56,1.54,1.54,-3.36,,1,4,1,1,5
Ditto,Normal, ,288,48,48,48,48,48,48,1,Hardy,4.2,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,4.2,,0.83,0.83,0.83,0.83,0.83,,1,1,1,1,1
Eevee,Normal, ,325,55,55,50,45,65,55,1,Hardy,4.2,1.5,3.1,-3.1,0.0,-1.5,3.8,1.5,-4.6,-1.5,-3.1,-1.5,3.5,-6.2,-3.1,-3.1,-1.5,3.5,-6.2,-3.1,0.0,1.5,3.1,-3.1,4.2,,1.15,-0.46,-2.08,-2.08,1.15,,1,3,4,4,1
Vaporeon,Water, ,525,130,65,60,110,95,65,1,Mild,3.1,1.0,-8.6,-5.7,0.0,-1.0,2.9,-9.5,-6.7,-1.0,8.6,9.5,5.2,2.9,8.6,8.6,9.5,5.2,2.9,8.6,0.0,1.0,-8.6,-5.7,3.1,,-2.05,-3.05,6.95,6.95,-2.05,,3,5,1,1,3
Jolteon,Electric, ,525,65,65,60,110,95,130,1,Hasty,3.1,1.0,-8.6,-5.7,-12.4,-1.0,2.9,-9.5,-6.7,-13.3,8.6,9.5,5.2,2.9,-3.8,8.6,9.5,5.2,2.9,-3.8,12.4,13.3,3.8,6.7,6.2,,-4.52,-5.52,4.48,4.48,8.48,,4,5,2,2,1
Flareon,Fire, ,525,65,130,60,95,110,65,1,Lonely,6.2,13.3,6.7,3.8,12.4,-13.3,2.9,-6.7,-9.5,-1.0,-6.7,6.7,4.5,-2.9,5.7,-6.7,6.7,4.5,-2.9,5.7,-12.4,1.0,-5.7,-8.6,3.1,,8.48,-5.52,1.48,1.48,-4.52,,1,5,2,2,4
Porygon,Normal, ,395,65,60,70,85,75,40,1,Quiet,3.8,-2.5,-6.3,-3.8,5.1,2.5,4.4,-3.8,-1.3,7.6,6.3,3.8,5.4,2.5,11.4,6.3,3.8,5.4,2.5,11.4,-5.1,-7.6,-11.4,-8.9,2.5,,-0.76,1.90,5.89,5.89,-6.08,,4,3,1,1,5
Omanyte,Rock,Water,355,35,40,100,90,55,35,1,Relaxed,2.8,-16.9,-14.1,-4.2,1.4,16.9,7.0,2.8,12.7,18.3,14.1,-2.8,6.3,9.9,15.5,14.1,-2.8,6.3,9.9,15.5,-1.4,-18.3,-15.5,-5.6,2.5,,-6.20,11.55,8.59,8.59,-7.68,,4,1,2,2,5
Omastar,Rock,Water,495,70,60,125,115,70,55,1,Relaxed,3.0,-13.1,-11.1,-2.0,1.0,13.1,6.3,2.0,11.1,14.1,11.1,-2.0,5.8,9.1,12.1,11.1,-2.0,5.8,9.1,12.1,-1.0,-14.1,-12.1,-3.0,2.8,,-4.44,9.34,7.22,7.22,-5.51,,4,1,2,2,5
Kabuto,Rock,Water,355,30,80,90,55,45,55,1,Lax,5.6,-2.8,7.0,9.9,7.0,2.8,6.3,9.9,12.7,9.9,-7.0,-9.9,3.9,2.8,0.0,-7.0,-9.9,3.9,2.8,0.0,-7.0,-9.9,0.0,2.8,3.9,,5.35,8.31,-2.04,-2.04,-2.04,,2,1,4,4,3
Kabutops,Rock,Water,495,60,115,105,65,70,80,1,Adamant,5.8,2.0,10.1,9.1,7.1,-2.0,5.3,8.1,7.1,5.1,-10.1,-8.1,3.3,-1.0,-3.0,-10.1,-8.1,3.3,-1.0,-3.0,-7.1,-5.1,3.0,2.0,4.0,,6.82,4.70,-3.79,-3.79,-0.61,,1,2,4,4,3
Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,Jolly,5.1,7.8,8.7,5.8,-4.9,-7.8,3.2,1.0,-1.9,-12.6,-8.7,-1.0,2.9,-2.9,-13.6,-8.7,-1.0,2.9,-2.9,-13.6,4.9,12.6,13.6,10.7,6.3,,4.51,-3.64,-4.66,-4.66,9.61,,2,3,4,4,1
Snorlax,Normal, ,540,160,110,65,65,110,30,1,Brave,5.1,8.3,8.3,0.0,14.8,-8.3,3.0,0.0,-8.3,6.5,-8.3,0.0,3.0,-8.3,6.5,-8.3,0.0,3.0,-8.3,6.5,-14.8,-6.5,-6.5,-14.8,1.4,,7.31,-1.44,-1.44,-1.44,-8.24,,1,2,2,2,5
Articuno,Ice,Flying,580,90,85,100,95,125,85,1,Docile,3.7,-2.6,-1.7,-6.9,0.0,2.6,4.3,0.9,-4.3,2.6,1.7,-0.9,4.1,-5.2,1.7,1.7,-0.9,4.1,-5.2,1.7,0.0,-2.6,-1.7,-6.9,3.7,,-1.51,1.21,0.30,0.30,-1.51,,4,1,2,2,4
Zapdos,Electric,Flying,580,90,90,85,125,90,100,1,Mild,3.9,0.9,-6.0,0.0,-1.7,-0.9,3.7,-6.9,-0.9,-2.6,6.0,6.9,5.4,6.0,4.3,6.0,6.9,5.4,6.0,4.3,1.7,2.6,-4.3,1.7,4.3,,-0.60,-1.51,5.73,5.73,1.21,,4,5,1,1,3
Moltres,Fire,Flying,580,90,100,90,125,85,90,1,Rash,4.3,1.7,-4.3,2.6,1.7,-1.7,3.9,-6.0,0.9,0.0,4.3,6.0,5.4,6.9,6.0,4.3,6.0,5.4,6.9,6.0,-1.7,0.0,-6.0,0.9,3.9,,1.21,-0.60,5.73,5.73,-0.60,,3,4,1,1,4
Dratini,Dragon, ,300,41,64,45,50,50,50,1,Lonely,5.3,6.3,4.7,4.7,4.7,-6.3,3.8,-1.7,-1.7,-1.7,-4.7,1.7,4.2,0.0,0.0,-4.7,1.7,4.2,0.0,0.0,-4.7,1.7,0.0,0.0,4.2,,5.13,-1.52,0.23,0.23,0.23,,1,5,2,2,2
Dragonair,Dragon, ,420,61,84,65,70,70,70,1,Hardy,5.0,4.5,3.3,3.3,3.3,-4.5,3.9,-1.2,-1.2,-1.2,-3.3,1.2,4.2,0.0,0.0,-3.3,1.2,4.2,0.0,0.0,-3.3,1.2,0.0,0.0,4.2,,3.90,-0.85,0.40,0.40,0.40,,1,5,2,2,2
Dragonite,Dragon,Flying,600,91,134,95,100,100,80,1,Brave,5.6,6.5,5.7,5.7,9.0,-6.5,4.0,-0.8,-0.8,2.5,-5.7,0.8,4.2,0.0,3.3,-5.7,0.8,4.2,0.0,3.3,-9.0,-2.5,-3.3,-3.3,3.3,,6.48,-0.34,0.53,0.53,-2.97,,1,4,2,2,5
Mewtwo,Psychic, ,680,106,110,90,154,90,130,1,Mild,4.0,2.9,-6.5,2.9,-2.9,-2.9,3.3,-9.4,0.0,-5.9,6.5,9.4,5.7,9.4,3.5,6.5,9.4,5.7,9.4,3.5,2.9,5.9,-3.5,5.9,4.8,,0.10,-2.99,6.90,6.90,3.19,,4,5,1,1,3
Mew,Psychic, ,600,100,100,100,100,100,100,1,Hardy,4.2,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,4.2,,0.83,0.83,0.83,0.83,0.83,,1,1,1,1,1
Chikorita,Grass, ,318,45,49,65,49,65,45,2,Relaxed,3.9,-5.0,0.0,-5.0,1.3,5.0,5.1,5.0,0.0,6.3,0.0,-5.0,3.9,-5.0,1.3,0.0,-5.0,3.9,-5.0,1.3,-1.3,-6.3,-1.3,-6.3,3.5,,-0.99,4.29,-0.99,-0.99,-2.31,,2,1,2,2,5
Bayleef,Grass, ,405,60,62,80,63,80,60,2,Docile,3.8,-4.4,-0.2,-4.4,0.5,4.4,4.9,4.2,0.0,4.9,0.2,-4.2,3.9,-4.2,0.7,0.2,-4.2,3.9,-4.2,0.7,-0.5,-4.9,-0.7,-4.9,3.7,,-0.96,3.70,-0.70,-0.70,-1.48,,4,1,2,2,5
